ocid,releasedate,buyer_id,buyer,supplier,supplier_id,aw_total_suppliers,aw_value
ocds-0c46vo-0133-359345-2019,2019-07-31 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ITURRU S.A.,,4,7360000.0
ocds-0c46vo-0133-359345-2019,2019-07-31 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,POLICE RESOURCES INTERNATIONAL LIMITED,03494223,4,7360000.0
ocds-0c46vo-0133-120705-2019,2019-03-14 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THALES UK LIMITED,00868273,1,4700000.0
ocds-0c46vo-0001-4e41c59f-9e1f-488d-a464-e3a28991e52e,2018-04-10 11:56:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PA COSULTING  SERVICES LTD,,1,3332280
ocds-0c46vo-0001-a2dec30f-8666-48b4-a73a-4062fd508ef2,2017-03-31 13:55:35+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BP OIL INTERNATIONAL LIMITED,00322365,1,0
ocds-0c46vo-0001-025831b0-8733-4dce-8338-21646d4c2a58,2018-07-30 15:57:06+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,IAN EDGAR(LIVERPOOL)LIMITED,00576493,1,129492
ocds-0c46vo-0001-2bf9abb0-3dcc-44ae-9143-f82f8151ce8d,2019-08-16 09:54:09+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ATOS IT SERVICES UK LIMITED,01245534,1,294984
ocds-0c46vo-0001-02c73bdc-1f62-4a1d-96f4-083bdf5f2664,2019-09-02 11:36:51+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MCNALLY CHANGE &AMP; TRANSFORMATION CONSULTANTS LTD,,1,90000
ocds-0c46vo-0001-ca37bd5c-59ab-420d-bb18-bf718568b1aa,2017-01-11 09:18:21+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A,,1,0
ocds-0c46vo-0001-de27e32e-99fd-4293-a8d0-c89e686d651f,2019-05-14 14:48:54+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ADVALUS LIMITED,04709342,1,443908
ocds-0c46vo-0133-363093-2019,2019-08-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ROKE MANOR RESEARCH LIMITED,00267550,1,50000000.0
ocds-0c46vo-0133-363093-2019,2019-08-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS APPLIED INTELLIGENCE LIMITED,01337451,1,30000000.0
ocds-0c46vo-0133-363093-2019,2019-08-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,1,30000000.0
ocds-0c46vo-0133-363093-2019,2019-08-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,1,65000000.0
ocds-0c46vo-0133-363093-2019,2019-08-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,NEWMAN AND SPURR CONSULTANCY LTD,,1,15000000.0
ocds-0c46vo-0133-363093-2019,2019-08-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FRAZER-NASH CONSULTANCY LIMITED,02562870,1,30000.0
ocds-0c46vo-0133-363083-2019,2019-08-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,H.FINE AND SON LTD,,1,200401.18
ocds-0c46vo-0001-6a1edbe3-07a5-44b0-8120-519264511531,2018-11-28 12:40:37+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,G3 SYSTEMS LIMITED,04206095,1,1169732
ocds-0c46vo-0001-ccdad100-6aa7-4cd2-a21e-169b4721b9ec,2019-03-26 15:13:15+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PROBRAND LIMITED,02653446,1,240172
ocds-0c46vo-0001-73fa4085-41c9-45e2-b989-56d17c8e33f4,2019-07-29 09:58:23+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LES CONTAMINES TOURISME,,1,0
ocds-0c46vo-0001-cb7bec39-c105-43fa-98a4-134c52e98dfa,2019-07-17 10:27:54+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AFFINITEXT,,1,83332
ocds-0c46vo-0001-cc6fb060-ceb9-44ff-9b1f-e22fa53ec8c7,2019-07-23 15:04:27+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RICARDO-AEA LIMITED,08229264,1,58560
ocds-0c46vo-0133-554999-2018,2018-12-18 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LUYE PHARMA AG,,1,286525.0
ocds-0c46vo-0001-430b242b-3f7c-4168-8586-7522599948df,2017-01-11 11:23:25+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BMT DEFENCE SERVICES LTD,,1,65001.04
ocds-0c46vo-0133-469076-2018,2018-10-24 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,1,2500000000.0
ocds-0c46vo-0133-365977-2019,2019-08-02 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,COVANCE CRS LTD,,1,1086600.0
ocds-0c46vo-0001-4b85fee1-6c3b-4ede-8d90-435134839caa,2018-09-17 10:46:33+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,EXPLOSIVE RISK MANAGEMENT LIMITED,06798226,1,535800
ocds-0c46vo-0001-0fcbef10-82dc-4eb6-a8c8-c9d2f2056f30,2019-02-04 14:50:05+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AIR BP LIMITED,01150609,1,0
ocds-0c46vo-0001-2bdb0632-d252-41d1-960f-e0506a248755,2019-02-04 14:40:01+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AIR BP LIMITED,01150609,1,0
ocds-0c46vo-0133-308168-2019,2019-07-03 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SOPRA STERIA LIMITED,04077975,1,118350.0
ocds-0c46vo-0001-bc15a9e6-9041-4021-97aa-7e0cbcd3bcac,2018-08-02 10:49:15+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,INSHORE SYSTEMS LTD,,1,36854.36
ocds-0c46vo-0001-c2b46269-f7ec-4021-b6ee-092bfe5ec01e,2018-06-11 16:08:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DODSON &AMP; HORRELL LIMITED,,1,75270
ocds-0c46vo-0001-abb78b21-8f7a-46b2-8758-3839ebc89f1f,2017-01-04 15:31:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,EVOLVE SECURE SOLUTIONS LTD,03956682,1,0
ocds-0c46vo-0133-287674-2019,2019-06-20 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TQ EDUCATION AND TRAINING LIMITED,00604934,1,1033560.0
ocds-0c46vo-0133-287674-2019,2019-06-20 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TQ EDUCATION AND TRAINING LIMITED,00604934,1,2178450.0
ocds-0c46vo-0001-ea5e60d5-9309-41dc-ab0a-3fe5d89dca44,2017-02-10 14:18:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SAFESKYS,,1,1300000
ocds-0c46vo-0001-1d40110e-4b32-41c9-91b3-f7964ae6cf31,2018-06-12 14:32:30+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ZWICK TESTING MACHINES LIMITED,01432602,1,18580
ocds-0c46vo-0001-8468b0e3-2e0b-4e4a-815c-bf16351d0824,2018-09-27 08:06:24+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ATEQ CONSULTING LIMITED,09636130,3,4617377
ocds-0c46vo-0001-8468b0e3-2e0b-4e4a-815c-bf16351d0824,2018-09-27 08:06:24+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,JCSYS LTD,,3,4617377
ocds-0c46vo-0001-8468b0e3-2e0b-4e4a-815c-bf16351d0824,2018-09-27 08:06:24+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,3SDL LIMITED,05440126,3,4617377
ocds-0c46vo-0001-f00e4c24-5083-41f3-9b8b-abca5b20f7fe,2019-06-18 13:51:52+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,1,66800
ocds-0c46vo-0133-217373-2019,2019-05-10 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,JOHNSON CONTROLS BUILDING EFFICIENCY UK LTD,,1,7381678.09
ocds-0c46vo-0001-c8d332ac-a961-4824-9f32-f57a6080eb1d,2017-05-09 15:53:30+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTOR OILS (HELLAS) CORINTH REFINERIES S.A,,1,0
ocds-0c46vo-0001-7b038fac-a3d8-4d40-8ef5-632a5b0898b7,2018-05-15 16:57:40+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,WORCESTERSHIRE MEDAL SERVICE LIMITED,03381153,1,11137000
ocds-0c46vo-0001-3d6ad742-31a4-488c-8058-b4836d162f60,2017-01-11 17:09:58+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CHAS A BLATCHFORD &AMP; SONS LTD,,1,9115000
ocds-0c46vo-0001-6f0c0914-cf5d-4d30-a289-f67ae177380a,2018-09-03 12:08:21+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BP OIL INTERNATIONAL LIMITED,00322365,1,0
ocds-0c46vo-0001-a26bbc3c-8a13-422f-81a4-ec10f83aee44,2018-06-19 15:14:26+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CROWN HOSTING DATA CENTRES LIMITED,09274699,1,2867879.8
ocds-0c46vo-0001-7abe7fee-a8ca-4e2e-99a8-f3caebb3f6b9,2018-07-09 12:22:33+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,L3 CTS AIRLINE AND ACADEMY TRAINING LIMITED,09592088,1,7168520
ocds-0c46vo-0001-037bba1f-2491-4f28-b9bb-bf7841af76a3,2018-07-26 15:34:20+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,1,202412.65
ocds-0c46vo-0001-1f5fcd72-d379-41be-9aac-2a842fdcd502,2018-10-23 18:16:18+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ALLSTAR BUSINESS SOLUTIONS LIMITED,02631112,1,1188000
ocds-0c46vo-0133-558984-2018,2018-12-19 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PROFILE SECURITY SERVICES LIMITED,02371997,1,654679.66
ocds-0c46vo-0001-9da1309d-326c-430c-8815-4ebed75af558,2017-05-09 09:30:20+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RED SCIENTIFIC LIMITED,02462121,1,14973.52
ocds-0c46vo-0001-f1367c71-6649-4f5b-9ba4-8b2ad043edbc,2018-11-12 16:56:41+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ELBIT SYSTEMS UK LIMITED,,1,40000000
ocds-0c46vo-0133-505501-2018,2018-11-16 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,J C SYSTEMS,,2,65754.0
ocds-0c46vo-0133-505501-2018,2018-11-16 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,N. A. C. 7 LIMITED,03135206,2,65754.0
ocds-0c46vo-0133-565174-2018,2018-12-21 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CAMBRIDGE INFORMATION LIMITED,02693843,1,16293037.0
ocds-0c46vo-0070-9169,2019-02-28 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FRAZER-NASH CONSULTANCY GROUP LIMITED,04331183,1,165000.0
ocds-0c46vo-0001-65ae701f-03ff-4107-b433-f920535f069b,2017-06-22 13:40:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PEOPLE SOURCE CONSULTING LIMITED,04389799,1,119625
ocds-0c46vo-0001-c2b27209-1b71-43f5-ba5e-80f49e8925db,2017-10-31 11:54:19+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TRAUMA FX LTD,,1,19758
ocds-0c46vo-0001-218e4baa-f8bd-45ac-af41-e5a3be320697,2018-10-30 14:05:23+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,KUWAIT PETROLEUM INTERNATIONAL AVIATION COMPANY (U.K.) LIMITED,01744961,1,0
ocds-0c46vo-0001-1ef25e75-e39b-4f06-95fa-ef4d7e5867f7,2018-09-05 13:46:29+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MOTOR OIL (HELLAS) CORINTH REFINERIES S.A.,,1,0
ocds-0c46vo-0001-b4cb2e37-794f-40cc-97a3-3c9fab2ffb6b,2018-09-14 08:05:42+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEONARDO MW LTD,02426132,1,129169
ocds-0c46vo-0070-6627,2018-04-06 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,344 CYBER LTD,,1,81000.0
ocds-0c46vo-0070-5666,2017-11-14 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SA GROUP LTD,06866343,1,138496.0
ocds-0c46vo-0070-5663,2017-11-13 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SA GROUP LTD,06866343,1,138496.0
ocds-0c46vo-0133-290769-2019,2019-06-21 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ENERGETIC MATERIALS AND PRODUCTS INC (EMPI),,1,1441022.0
ocds-0c46vo-0001-0f9ab3a9-e0c3-45c4-928e-68e9bbbc256c,2018-03-27 12:10:16+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QIENTIQ,,1,151977
ocds-0c46vo-0001-20431a65-fc91-4743-b4cf-ecfe7c6a7dc8,2019-08-20 08:49:23+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LOUGHBOROUGH UNIVERSITY,RC000332,1,1200000
ocds-0c46vo-0001-01933e30-c5a1-41e0-bb1f-c9e6baf328fb,2018-08-31 12:09:52+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ATOS IT SERVICES UK LIMITED,01245534,1,196364
ocds-0c46vo-0001-9f8206ec-5f7b-450a-bf67-2f8916377c2d,2018-09-13 15:52:34+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PROBRAND LIMITED,02653446,1,453990.48
ocds-0c46vo-0001-b3d895d9-ec7d-4861-a3c3-5f0db00f8496,2018-09-11 10:44:44+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,J C SYS LIMITED,06212558,1,308583.45
ocds-0c46vo-0001-4f21ae80-3000-4f9e-81aa-f077ac02a197,2018-09-08 14:05:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,EDGAR BROTHERS,,1,2556339
ocds-0c46vo-0001-d437a8b7-0552-473c-b857-601814f26385,2018-09-21 12:57:18+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RELX (UK) LIMITED,02746621,1,16143.95
ocds-0c46vo-0001-65d70a88-bcbb-4fde-964b-bc64d52bd1a2,2017-01-24 09:33:02+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THAMES RESTEK,,1,77421.85
ocds-0c46vo-0001-b34d9763-bbed-4452-99c7-3522b131bd39,2018-10-17 10:56:50+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TECHMODAL LIMITED,05642844,1,900000
ocds-0c46vo-0001-eec18b2b-a1a4-4fd3-bf98-d40de565fad2,2018-11-02 08:32:11+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QINETIQ LIMITED,03796233,1,148000
ocds-0c46vo-0001-39173fa7-f740-46b1-be8e-bb72027a248c,2018-12-10 10:52:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PA CONSULTANCY SERVICES LTD,,1,666666.66
ocds-0c46vo-0001-867abddc-2b8a-4940-bc3e-58757503f9d6,2018-12-21 10:08:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,UK DOCKS MARINE SERVICES,,1,150000000
ocds-0c46vo-0070-2511,2017-05-05 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,OUTSOURCE UK LTD,,1,118736.0
ocds-0c46vo-0001-eaca5b64-031c-4a15-a90b-3a91db86e0ab,2019-02-08 11:08:02+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MITIE PROPERTY SERVICES (UK) LIMITED,02935593,1,42948
ocds-0c46vo-0001-eb88097a-6805-477c-bb82-621a54156dcc,2019-02-07 09:25:43+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LECO INSTRUMENTS (U.K.) LIMITED,01125402,1,68000
ocds-0c46vo-0001-0949e1a0-6793-44b6-9d2d-15f5924d3786,2019-02-19 15:20:35+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CORPORATE PROJECT SOLUTIONS LIMITED,03014568,1,47520
ocds-0c46vo-0001-bb4dac36-7df5-4d1a-9dc0-e87bcb662b57,2019-04-15 14:06:18+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DSTO LIMITED T/A HEAD2TOE WORKWEAR,,1,56850
ocds-0c46vo-0001-cba12587-1227-4c33-b64a-eb2bd5965916,2019-05-22 15:06:27+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CENTERPRISE INTERNATIONAL LIMITED,01738519,1,52958.9
ocds-0c46vo-0001-841ff984-d8cb-47a6-933d-7d18a1102253,2019-06-04 12:33:30+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEONARDO MW LTD,02426132,1,203371
ocds-0c46vo-0001-7d63cc28-edcd-4cf5-92b5-76df4a814141,2019-06-06 11:58:12+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THALES UK LIMITED,00868273,1,6787000
ocds-0c46vo-0001-2a5c8b06-b68d-4a1e-9c5e-e1336f098b9e,2019-07-02 15:29:27+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BAE SYSTEMS (OPERATIONS) LIMITED,01996687,1,59210
ocds-0c46vo-0001-e121e90a-7858-49e5-b970-72c04bcdace1,2019-07-23 17:03:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SAFARILAND UK LTD.,,1,534000
ocds-0c46vo-0001-53d05976-663b-4c3e-bfe3-fa602c62e67c,2019-07-29 10:00:18+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GEMEINDE RUHPOLDING,,1,806332
ocds-0c46vo-0133-504721-2017,2017-12-16 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,L'HOTELLIER SAS,,1,6238000.0
ocds-0c46vo-0001-607bef7b-929d-477d-ae7b-3f89a9940283,2017-02-23 16:04:08+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CGG SERVICES (UK) LTD,,1,6167500
ocds-0c46vo-0001-f0f70b55-b606-46a1-9009-ff15a8f63bee,2017-03-21 17:28:21+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MORGAN STANLEY &AMP; CO INTERNATIONAL PLC,,1,18000000
ocds-0c46vo-0001-918f61f4-0df8-454b-8758-fda1cd4f0885,2019-06-07 11:37:42+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEONARDO NW LTD,,1,1.2
ocds-0c46vo-0001-e5b45372-ff93-49ca-bf0d-a665644d2818,2019-03-19 14:44:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,IDEXX LABORATORIES LIMITED,02454226,1,60371.28
ocds-0c46vo-0133-250115-2017,2017-06-30 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,IHS GLOBAL LIMITED,00788737,1,176643.0
ocds-0c46vo-0001-863474af-273a-44c8-80ac-b9178f57ea87,2019-04-05 13:13:27+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,COMMERCE DECISIONS LIMITED,04157081,1,7157850
ocds-0c46vo-0001-e96c1e09-b425-4396-80f3-c33800b3075e,2018-01-23 17:09:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CENTERPRISE INTERNATIONAL LIMITED,01738519,1,19152.89
ocds-0c46vo-0133-136988-2019,2019-03-25 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PRESTIGE NETWORK LIMITED,02440502,1,579000.0
ocds-0c46vo-0133-136988-2019,2019-03-25 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PRESTIGE NETWORK LIMITED,02440502,1,579000.0
ocds-0c46vo-0133-136988-2019,2019-03-25 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ROMA MEDICAL AIDS LIMITED,01869285,1,579000.0
ocds-0c46vo-0001-d7e0b789-f5c6-47d1-9949-a9069e779db1,2018-07-25 05:49:53+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CGC TECHNOLOGY LTD,,1,665750
ocds-0c46vo-0133-314095-2019,2019-07-05 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,THE HELEN ARKELL DYSLEXIA CENTRE,03432423,1,68824.0
ocds-0c46vo-0133-314095-2019,2019-07-05 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GENIUS WITHIN CUIC,,1,42532.0
ocds-0c46vo-0001-818946b5-e693-40c7-b965-632bde7f2054,2018-10-03 16:14:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FRAIKIN LIMITED,01350718,1,911835.53
ocds-0c46vo-0001-f384551b-6f15-4533-b633-81577ab6522f,2019-03-05 08:22:25+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DAMCO UK LTD.,,1,528500
ocds-0c46vo-0133-336640-2017,2017-08-26 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,FUJITSU SERVICES LIMITED,NF000668,1,759573.0
ocds-0c46vo-0133-188050-2017,2017-05-18 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,LEVEN NUTZFAHRZEUGE GMBH & CO.KG,,1,353650.0
ocds-0c46vo-0133-188050-2017,2017-05-18 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MAN TRUCK & BUS DEUTSCHLAND GMBH,,1,618889.0
ocds-0c46vo-0133-188050-2017,2017-05-18 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MAN TRUCK & BUS DEUTSCHLAND GMBH,,1,618889.0
ocds-0c46vo-0133-188050-2017,2017-05-18 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ULRICH SIRP KRAFTFAHRZEUG — TECHNIC.E.K,,1,176825.0
ocds-0c46vo-0070-1656,2017-01-11 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ATOS IT SERVICES UK LIMITED,01245534,1,125994.0
ocds-0c46vo-0001-22aee658-4f47-4288-9fbd-c0b76e1722e0,2019-12-11 16:44:13+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SRC UK,,1,151147
ocds-0c46vo-0133-296173-2017,2017-07-28 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AERONAUTICAL AND GENERAL INSTRUMENTS LIMITED,,1,11000000.0
ocds-0c46vo-0001-3c54d1d9-a16f-4ff6-92aa-8bf39db4b3a9,2019-09-06 15:45:42+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CALLEN-LENZ ASSOCIATES LTD,,1,37750.5
ocds-0c46vo-0001-9a97a0f9-6998-43da-9261-4c0f6be5cc59,2019-09-06 11:02:48+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CDW LIMITED,02465350,1,93842.38
ocds-0c46vo-0133-291058-2017,2017-07-26 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AIRBOSS DEFENSE,,1,6700000.0
ocds-0c46vo-0001-75cd8274-2e82-4954-9e95-f53ba2a9774b,2019-09-04 12:30:57+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,600 UK LIMITED,00144979,1,100000
ocds-0c46vo-0001-feeb0de9-a638-4663-99d4-edc1620faf5a,2019-09-03 12:31:49+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,QUAST LTD,,1,173000
ocds-0c46vo-0133-409941-2017,2017-10-17 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SOUTH STAFFORDSHIRE & SHROPSHIRE NHS FT,,1,7057000.0
ocds-0c46vo-0001-2c075966-0785-4ca6-bb07-f0fad1f9fd8b,2017-08-29 09:30:49+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CENTURYLINK LIMITED,,1,112500
ocds-0c46vo-0133-188049-2017,2017-05-18 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,CARILLIONARAMARK,,1,73030546.43
ocds-0c46vo-0133-092348-2018,2018-03-01 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AMEC FOSTER WHEELER ENVIRONMENT AND INFRASTRUCTURE UK LIMITED,,1,470577.0
ocds-0c46vo-0133-181531-2017,2017-05-13 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GOODYEAR NEDERLAND B.V.,,1,1476282.0
ocds-0c46vo-0133-425822-2018,2018-09-29 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TRANT ENGINEERING LIMITED,00769274,1,3323509.74
ocds-0c46vo-0001-ffc15057-a1aa-46c5-9349-79cf7238c3d8,2019-03-28 15:18:03+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,PRIMETAKE LTD.,,1,3000000
ocds-0c46vo-0133-217129-2017,2017-06-08 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,RIDGEWAY COMPONENTS LTD,,1,289636.42
ocds-0c46vo-0133-184600-2017,2017-05-17 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,MICHELIN TYRES PLC,,1,4808000.0
ocds-0c46vo-0001-5ec6980f-f30a-4e6e-8cd5-0f4d65df6a53,2018-02-23 17:40:59+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,GLOBAL INFUSION GROUP LTD,02634604,1,14320
ocds-0c46vo-0133-236673-2017,2017-06-22 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SCANCO MEDICAL AG,,1,305090.0
ocds-0c46vo-0133-375107-2018,2018-08-28 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,"ELSEVIER BV, RADARWEG 29, 1043 NX AMSTERDAM",,1,178251.74
ocds-0c46vo-0133-182066-2017,2017-05-13 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BOSKALIS WESTMINSTER LIMITED,00745328,1,5974000.0
ocds-0c46vo-0133-374325-2018,2018-08-28 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,SIGN PLUS LIMITED,SC361308,1,553934.76
ocds-0c46vo-0133-083611-2017,2017-03-04 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,BYRON MARINE LTD,,1,375000.0
ocds-0c46vo-0133-286726-2017,2017-07-22 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,COMPASS CONTRACT SERVICES (UK) LIMITED TRADING AS ESS,,1,86921836.31
ocds-0c46vo-0133-160608-2017,2017-04-28 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,AT JUNIPER LTD,,1,1200000.0
ocds-0c46vo-0001-8fc8eba9-0a16-4014-a54c-a5525ecfcfe4,2017-03-09 13:30:37+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,ACCENTURE (UK) LIMITED,04757301,1,185000
ocds-0c46vo-0133-186553-2017,2017-05-18 00:00:00+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,DUNLOP AIRCRAFT TYRES,,1,22442363.0
ocds-0c46vo-0001-02c170d4-162f-474e-bb49-2039d1379a33,2019-05-03 13:15:25+00,MOD017_MOD_gov,MINISTRY OF DEFENCE,TRL LIMITED,03142272,1,346000
